source_file,F0_mean,F0_sd,F0_median,F1_mean,F1_sd,F1_median,F2_mean,F2_sd,F2_median,F3_mean,F3_sd,F3_median
The-Very-Hungry-Caterpillar.csv,123.8235,35.3592,124.6747,777.1829,415.6924,649.8984,1844.9786,590.7367,1825.0043,3174.4749,1060.5222,2832.8117
